20	100
Processing times: 
37	79	70	49	40	25	51	66	27	94	37	35	28	85	84	37	47	53	82	86
88	97	99	81	48	3	67	62	41	53	68	70	48	98	36	29	38	1	13	83
26	82	58	13	92	35	55	88	32	75	85	98	11	39	74	61	57	59	63	53
70	28	97	81	54	60	71	15	87	25	94	39	20	74	49	82	47	62	5	24
6	8	52	41	33	52	28	61	86	88	66	13	64	94	10	9	79	56	12	74
70	99	99	25	7	43	88	75	74	44	44	80	41	74	57	84	19	27	25	78
64	88	45	54	46	53	7	96	37	92	11	38	69	93	90	28	49	78	96	45
43	86	15	1	51	7	95	80	97	3	74	97	70	89	64	97	40	32	52	64
Routes of jobs: 
4	11	17	20	8	2	13	3	16	6	1	18	10	14	15	19	7	9	12	5
3	19	10	17	15	1	4	7	6	5	16	13	9	2	11	18	12	20	8	14
8	3	12	15	1	13	14	4	9	2	19	17	6	18	16	10	5	11	20	7
2	19	13	7	9	6	20	12	10	4	3	14	18	5	11	1	16	15	8	17
7	13	9	11	12	20	3	4	5	19	17	6	1	16	14	18	8	10	2	15
5	8	18	6	17	16	13	12	1	7	20	3	4	19	2	10	15	11	14	9
4	17	20	7	11	18	5	16	2	1	10	9	3	13	6	19	8	15	12	14
13	20	6	5	9	16	10	3	17	11	2	14	8	12	18	15	19	4	7	1
4	5	14	9	20	19	15	6	13	16	11	2	10	7	12	1	18	17	8	3
14	19	20	18	17	10	7	15	9	1	13	2	12	11	16	4	5	3	6	8
20	5	18	4	16	19	12	1	11	8	7	15	13	6	9	17	3	14	10	2
3	11	14	9	12	13	10	5	17	7	16	2	15	20	1	6	4	8	18	19
8	18	12	5	3	13	16	10	19	17	9	15	11	6	20	1	7	2	14	4
12	2	7	3	8	18	11	6	17	5	14	20	4	9	1	16	19	13	15	10
19	8	12	4	10	2	13	5	14	6	15	18	9	3	16	7	1	17	11	20
5	2	7	19	1	14	4	8	16	6	9	12	13	11	3	20	18	10	17	15
12	5	11	6	15	9	7	1	10	3	16	20	14	4	2	18	8	19	17	13
18	4	2	16	14	7	13	20	8	17	12	11	1	5	3	19	6	15	9	10
15	16	13	20	18	19	11	2	7	14	4	10	5	1	12	17	8	3	9	6
6	3	5	11	20	1	4	19	2	8	17	13	12	15	10	16	18	14	9	7
19	2	15	12	20	17	10	18	4	16	1	14	11	8	13	6	7	5	3	9
11	3	20	7	1	16	19	6	14	15	13	18	8	12	2	17	5	10	9	4
5	15	18	17	16	4	6	8	12	20	19	10	14	13	3	1	7	9	11	2
13	9	4	15	19	20	16	7	12	14	17	1	2	11	6	3	18	8	10	5
9	17	18	13	2	15	3	7	8	4	11	19	14	1	6	20	16	12	10	5
9	14	10	1	11	20	5	19	18	8	3	16	13	12	4	2	6	15	7	17
3	2	20	16	9	12	6	17	8	13	1	19	18	14	11	10	15	4	7	5
14	5	19	12	13	16	4	15	6	9	11	10	1	17	7	2	18	20	3	8
20	17	18	19	13	4	7	9	16	10	8	5	2	14	6	3	12	15	1	11
8	6	14	13	10	20	2	1	15	11	18	9	7	16	3	4	12	17	5	19
19	2	9	6	14	13	8	12	20	5	11	3	17	4	15	1	7	18	10	16
9	13	18	8	12	15	11	2	6	19	1	10	16	14	4	7	20	17	3	5
16	14	15	3	11	10	13	20	1	6	9	18	2	17	19	4	12	5	8	7
19	8	6	16	13	7	5	1	14	12	18	10	9	17	4	11	20	2	3	15
20	5	8	18	15	4	13	9	7	19	10	11	3	12	2	17	1	14	6	16
12	5	8	3	16	4	1	9	13	11	6	17	20	7	14	19	18	2	15	10
18	6	12	11	4	19	7	1	16	14	17	15	20	10	13	8	5	9	3	2
5	9	19	14	4	8	16	7	1	17	20	13	10	12	18	11	6	3	2	15
4	9	7	12	13	16	5	18	14	1	17	2	11	15	20	8	19	10	6	3
11	9	13	4	2	8	16	14	17	19	3	12	18	1	7	5	15	20	6	10
1	18	19	8	11	3	2	17	14	7	6	12	15	9	5	20	4	10	16	13
4	3	5	12	17	9	13	10	16	14	15	20	6	8	7	2	18	11	1	19
7	9	8	6	11	18	13	2	10	15	14	17	16	20	5	12	4	1	19	3
3	13	17	12	1	15	5	19	9	8	6	14	11	4	10	7	20	2	18	16
18	19	7	8	1	4	16	9	2	11	10	12	15	3	6	20	17	13	5	14
13	10	9	18	3	6	15	14	11	20	19	2	4	5	12	1	7	16	17	8
7	3	14	8	17	10	5	12	13	15	16	9	20	11	19	18	6	2	1	4
1	11	13	14	7	4	16	5	17	15	10	12	3	19	2	6	8	9	18	20
4	18	16	14	20	8	13	12	7	19	9	5	1	6	17	10	15	2	3	11
17	19	11	6	5	9	16	15	4	20	1	7	10	18	13	8	3	12	2	14
11	8	14	9	7	6	17	3	19	10	4	1	2	16	13	12	20	18	5	15
2	11	8	5	20	4	6	10	14	7	16	12	18	15	3	19	17	1	9	13
15	9	6	17	1	20	10	16	19	11	5	2	18	4	12	8	13	3	7	14
16	3	9	19	14	1	7	10	18	5	4	13	11	20	15	17	12	6	2	8
1	13	16	2	11	4	5	8	10	7	20	15	18	14	3	19	6	9	17	12
10	14	16	7	18	11	9	17	2	3	5	1	20	4	6	8	12	15	13	19
5	2	3	6	19	1	8	9	15	17	14	7	12	13	4	10	16	18	11	20
5	14	18	6	11	4	3	7	15	1	17	13	10	9	16	20	8	12	2	19
5	2	4	16	7	19	10	8	20	6	11	15	3	17	14	1	9	12	18	13
14	1	20	3	6	4	7	17	13	12	18	11	10	16	9	8	15	19	2	5
1	6	15	12	2	5	13	11	16	20	9	17	3	4	19	18	14	10	7	8
9	12	7	13	19	5	17	14	1	2	20	18	4	6	3	8	10	11	16	15
7	3	1	5	15	2	19	4	10	6	12	14	13	20	8	17	16	9	11	18
2	14	20	3	19	6	8	4	9	13	16	7	5	15	17	10	12	1	11	18
3	1	2	13	8	4	9	17	15	12	20	10	5	6	7	11	16	18	19	14
1	16	4	12	18	10	17	11	13	5	8	9	19	2	15	3	14	6	20	7
11	14	7	15	3	18	16	6	19	9	10	4	5	17	12	8	2	20	13	1
15	11	18	13	6	5	8	12	14	9	1	3	17	16	19	10	20	4	7	2
18	7	13	1	17	6	10	5	8	14	12	16	19	9	2	3	4	11	20	15
10	1	7	15	3	4	13	8	6	17	20	2	11	9	19	12	14	18	5	16
20	16	13	18	19	15	14	5	2	1	7	3	10	9	12	8	17	4	6	11
12	14	11	10	3	9	6	5	7	19	18	15	8	13	17	20	4	16	1	2
9	1	13	11	10	14	2	4	5	18	20	19	16	12	7	6	15	8	3	17
20	9	6	19	3	15	4	16	13	5	17	1	12	14	8	2	10	7	11	18
12	17	8	15	16	20	2	14	3	18	10	4	7	5	11	1	6	9	19	13
12	4	15	1	18	5	16	14	3	9	19	2	13	20	6	11	17	10	7	8
14	5	19	12	16	1	17	4	20	18	2	9	15	6	13	7	10	3	11	8
8	14	5	20	1	9	16	6	2	19	17	4	12	10	13	11	18	15	3	7
9	12	8	19	5	1	7	10	6	14	18	11	16	13	17	3	15	20	4	2
16	4	9	12	18	17	10	15	7	11	2	5	19	13	14	1	8	20	3	6
6	8	12	19	11	2	17	14	5	10	7	15	9	20	1	13	3	4	16	18
12	10	7	9	19	8	2	5	18	11	4	16	13	20	17	3	14	6	15	1
11	4	5	16	17	2	3	15	8	12	20	14	1	13	7	18	19	9	6	10
18	6	12	3	14	1	8	13	7	10	5	9	15	17	2	19	20	16	11	4
5	6	1	19	10	17	20	4	2	3	18	7	9	14	11	12	13	15	8	16
11	14	6	1	8	17	5	20	10	3	12	18	15	16	19	4	9	2	7	13
1	5	7	4	16	6	3	11	12	15	14	18	17	9	10	19	20	2	8	13
16	13	20	14	12	19	5	17	6	18	3	9	8	15	1	10	11	7	2	4
7	6	16	3	10	5	2	20	18	11	1	12	13	15	8	9	17	4	19	14
19	8	5	18	17	10	9	4	13	15	7	20	3	16	11	1	2	6	14	12
11	10	6	2	15	20	1	19	4	8	17	7	5	3	13	14	16	9	12	18
18	16	17	5	14	2	10	11	12	20	1	6	15	9	13	8	3	4	19	7
20	12	14	7	5	19	2	13	18	10	4	15	1	9	11	8	6	17	16	3
8	9	2	16	15	6	4	12	3	20	5	7	19	13	17	18	10	11	14	1
6	8	5	17	3	20	19	11	1	2	12	9	18	14	15	13	10	4	7	16
10	6	19	17	8	16	9	1	4	7	13	2	11	15	14	20	18	5	12	3
16	9	10	18	2	15	4	13	6	17	7	12	11	5	14	19	8	3	1	20
13	1	11	12	3	10	8	6	17	14	7	16	4	9	15	20	19	2	18	5
15	16	9	17	6	12	13	1	10	4	19	18	14	7	5	20	2	11	8	3
8	19	1	15	13	18	9	11	17	5	20	14	3	16	7	4	2	10	12	6
Due dates: 
2258	
3015	
2268	
2423	
3015	
2330	
2775	
2995	
2573	
2695	
2818	
2525	
2700	
2673	
2393	
2653	
1908	
2323	
2328	
2750	
2878	
2365	
2910	
2698	
2735	
2050	
2485	
2750	
2370	
2650	
2365	
2233	
1938	
2985	
2420	
2958	
3033	
2118	
2665	
2185	
2863	
2895	
2783	
2425	
2358	
2275	
2305	
2590	
2388	
2010	
2693	
2325	
1945	
2598	
1980	
1755	
2603	
2858	
2560	
2385	
2155	
2370	
2240	
2323	
2350	
2923	
2865	
2645	
2398	
2615	
2450	
2480	
3088	
2515	
1685	
2685	
2708	
2750	
2920	
2383	
2408	
2585	
2315	
2498	
2565	
2388	
2600	
2480	
3110	
2918	
2570	
2280	
2780	
2808	
2890	
2710	
2330	
2883	
2948	
2893	
